timestamp,rmssd,coverage,low_frequency,high_frequency
2023-01-30T11:55:00,47.809,1.005,1677.091,561.938
2023-01-30T12:00:00,55.56,0.971,2211.533,758.673
2023-01-30T12:05:00,51.987,0.921,3078.792,693.596
2023-01-30T12:10:00,59.891,0.99,766.446,822.986
2023-01-30T12:15:00,52.859,0.975,762.262,780.087
2023-01-30T12:20:00,53.142,1.003,818.489,742.683
2023-01-30T12:25:00,59.491,0.944,966.779,849.338
2023-01-30T12:30:00,82.033,0.952,2074.35,2147.548
2023-01-30T12:35:00,52.69,0.961,1091.55,735.911
2023-01-30T12:40:00,50.544,0.982,2458.968,586.463
2023-01-30T12:45:00,41.701,0.98,1023.247,415.563
2023-01-30T12:50:00,75.082,0.914,7449.549,1263.715
2023-01-30T12:55:00,69.624,0.919,2621.724,1091.487
