timestamp,rmssd,coverage,low_frequency,high_frequency
2023-01-26T05:50:00,50.964,0.9,1553.528,635.213
2023-01-26T05:55:00,63.611,0.921,1998.677,882.121
2023-01-26T06:00:00,56.385,1.001,2030.188,704.065
2023-01-26T06:05:00,65.479,0.82,1455.443,929.284
2023-01-26T06:10:00,46.456,0.991,1480.982,548.117
2023-01-26T06:15:00,35.501,0.981,582.748,294.463
2023-01-26T06:20:00,76.11,0.709,3214.799,1152.115
2023-01-26T06:25:00,79.527,0.912,2344.538,1384.016
2023-01-26T06:35:00,57.257,0.774,1206.034,597.476
2023-01-26T06:40:00,67.296,0.987,2757.677,1191.873
2023-01-26T06:45:00,66.689,1.004,1112.457,1459.583
2023-01-26T06:50:00,79.856,0.962,2074.288,2109.873
2023-01-26T06:55:00,60.324,0.864,1201.722,609.504
2023-01-26T07:00:00,66.019,0.937,2787.742,936.962
2023-01-26T07:05:00,57.101,1.001,1443.846,821.404
2023-01-26T07:10:00,54.755,0.946,2631.054,464.411
2023-01-26T07:20:00,50.998,0.975,3242.528,554.976
2023-01-26T07:25:00,66.71,0.985,1105.094,1476.089
2023-01-26T07:30:00,62.753,1.004,1205.74,1182.138
2023-01-26T07:35:00,70.155,0.914,2793.085,812.109
2023-01-26T07:40:00,51.451,0.989,628.588,781.9
2023-01-26T07:45:00,50.627,1.003,793.245,764.183
2023-01-26T07:50:00,50.835,1.005,453.505,844.825
2023-01-26T07:55:00,50.053,0.986,410.555,784.333
2023-01-26T08:00:00,48.077,1.004,683.745,659.059
2023-01-26T08:05:00,46.184,1.003,607.939,637.74
2023-01-26T08:10:00,45.285,0.976,327.359,543.915
2023-01-26T08:15:00,51.247,0.922,2896.089,443.89
2023-01-26T08:20:00,49.786,0.929,1343.92,464.363
2023-01-26T08:25:00,42.725,0.911,1932.095,308.901
2023-01-26T08:30:00,51.379,0.834,1770.535,428.591
2023-01-26T08:35:00,39.862,0.831,3169.858,179.601
2023-01-26T08:40:00,48.214,0.954,5049.88,427.602
2023-01-26T08:45:00,38.701,1.001,1542.198,263.719
2023-01-26T08:50:00,24.053,0.966,769.183,96.776
2023-01-26T08:55:00,29.139,0.996,1329.921,120.038
2023-01-26T09:00:00,44.699,1.002,4184.221,340.446
2023-01-26T09:05:00,44.705,0.901,4271.972,346.733
2023-01-26T09:10:00,55.604,0.878,2436.573,566.646
2023-01-26T09:15:00,49.93,1.005,3017.589,642.243
2023-01-26T09:20:00,58.921,1.0,1917.753,858.842
2023-01-26T09:25:00,56.61,0.987,1113.571,852.488
2023-01-26T09:30:00,51.838,1.006,680.002,644.225
2023-01-26T09:35:00,47.916,0.999,511.174,544.081
2023-01-26T09:40:00,49.231,0.993,590.616,569.789
2023-01-26T09:45:00,52.206,1.001,402.66,592.901
2023-01-26T09:50:00,43.639,0.937,691.536,304.287
2023-01-26T09:55:00,64.693,0.994,3614.497,787.241
2023-01-26T10:00:00,68.989,0.899,3846.141,1015.334
2023-01-26T10:05:00,59.761,1.002,1274.304,994.186
2023-01-26T10:10:00,68.593,0.992,3126.424,981.842
2023-01-26T10:15:00,58.015,0.999,3156.42,958.59
2023-01-26T10:20:00,76.389,0.85,2344.464,879.197
2023-01-26T10:30:00,60.759,0.829,1280.013,997.507
2023-01-26T10:35:00,70.427,0.936,4108.554,1377.793
2023-01-26T10:40:00,52.388,0.946,1904.756,800.47
2023-01-26T10:45:00,48.074,0.963,1440.998,527.159
2023-01-26T10:50:00,67.427,0.973,5703.988,838.723
2023-01-26T10:55:00,51.345,0.935,3580.252,415.296
2023-01-26T11:00:00,58.782,0.97,2080.633,1094.977
2023-01-26T11:05:00,69.783,0.93,2157.625,1396.278
2023-01-26T11:10:00,58.373,0.971,1202.021,823.127
2023-01-26T11:15:00,49.721,1.004,1795.684,609.93
2023-01-26T11:20:00,50.602,1.005,1284.41,547.053
2023-01-26T11:25:00,45.143,0.993,1003.218,441.201
