recorded_time,temperature,sensor_type
2023-01-28T00:00,-6.9543689320388395,UNKNOWN
2023-01-28T00:01,-6.754368932038837,UNKNOWN
2023-01-28T00:02,-6.654368932038839,UNKNOWN
2023-01-28T00:03,-6.554368932038837,UNKNOWN
2023-01-28T00:04,-6.4543689320388395,UNKNOWN
2023-01-28T00:05,-6.354368932038838,UNKNOWN
2023-01-28T00:06,-6.354368932038838,UNKNOWN
2023-01-28T00:07,-6.254368932038837,UNKNOWN
2023-01-28T00:08,-6.254368932038837,UNKNOWN
2023-01-28T00:09,-6.054368932038837,UNKNOWN
2023-01-28T00:10,-6.554368932038837,UNKNOWN
2023-01-28T00:11,-6.9543689320388395,UNKNOWN
2023-01-28T00:12,-7.4543689320388395,UNKNOWN
2023-01-28T00:13,-7.854368932038838,UNKNOWN
2023-01-28T00:14,-8.154368932038839,UNKNOWN
2023-01-28T00:44,-8.254368932038837,UNKNOWN
2023-01-28T00:45,-7.9543689320388395,UNKNOWN
2023-01-28T00:46,-8.054368932038837,UNKNOWN
2023-01-28T00:47,-8.054368932038837,UNKNOWN
2023-01-28T00:48,-8.054368932038837,UNKNOWN
2023-01-28T00:49,-8.154368932038839,UNKNOWN
2023-01-28T00:50,-8.054368932038837,UNKNOWN
2023-01-28T00:51,-8.054368932038837,UNKNOWN
2023-01-28T00:52,-7.854368932038838,UNKNOWN
2023-01-28T00:53,-7.9543689320388395,UNKNOWN
2023-01-28T00:54,-7.754368932038837,UNKNOWN
2023-01-28T00:55,-7.654368932038839,UNKNOWN
2023-01-28T00:56,-7.554368932038837,UNKNOWN
2023-01-28T00:57,-7.654368932038839,UNKNOWN
2023-01-28T00:58,-7.654368932038839,UNKNOWN
2023-01-28T00:59,-7.654368932038839,UNKNOWN
2023-01-28T01:00,-7.854368932038838,UNKNOWN
2023-01-28T01:01,-7.854368932038838,UNKNOWN
2023-01-28T01:02,-7.854368932038838,UNKNOWN
2023-01-28T01:03,-7.9543689320388395,UNKNOWN
2023-01-28T01:04,-8.054368932038837,UNKNOWN
2023-01-28T01:05,-8.054368932038837,UNKNOWN
2023-01-28T01:06,-8.054368932038837,UNKNOWN
2023-01-28T01:07,-8.054368932038837,UNKNOWN
2023-01-28T01:08,-8.054368932038837,UNKNOWN
2023-01-28T01:09,-8.054368932038837,UNKNOWN
2023-01-28T01:10,-8.054368932038837,UNKNOWN
2023-01-28T01:11,-7.754368932038837,UNKNOWN
2023-01-28T01:12,-7.654368932038839,UNKNOWN
2023-01-28T01:13,-7.554368932038837,UNKNOWN
2023-01-28T01:14,-7.354368932038838,UNKNOWN
2023-01-28T01:15,-7.354368932038838,UNKNOWN
2023-01-28T01:16,-7.354368932038838,UNKNOWN
2023-01-28T01:17,-7.354368932038838,UNKNOWN
2023-01-28T01:18,-7.154368932038839,UNKNOWN
2023-01-28T01:19,-7.254368932038837,UNKNOWN
2023-01-28T01:20,-7.154368932038839,UNKNOWN
2023-01-28T01:21,-7.154368932038839,UNKNOWN
2023-01-28T01:22,-7.154368932038839,UNKNOWN
2023-01-28T01:23,-7.154368932038839,UNKNOWN
2023-01-28T01:24,-7.054368932038837,UNKNOWN
2023-01-28T01:25,-6.9543689320388395,UNKNOWN
2023-01-28T01:26,-7.154368932038839,UNKNOWN
