timestamp,rmssd,coverage,low_frequency,high_frequency
2023-01-25T00:50:00,12.237,0.98,1434.13,732.89
2023-01-25T01:35:00,21.897,0.988,547.144,165.383
2023-01-25T01:40:00,24.976,1.003,607.306,245.295
2023-01-25T01:45:00,18.237,0.988,383.583,131.096
2023-01-25T01:50:00,16.204,0.989,612.541,55.853
2023-01-25T01:55:00,19.706,0.945,900.863,130.169
2023-01-25T02:00:00,20.25,0.872,411.565,122.076
2023-01-25T02:05:00,16.341,0.948,255.076,76.673
2023-01-25T02:10:00,18.148,0.933,925.103,113.44
2023-01-25T02:15:00,18.8,1.002,730.643,96.396
2023-01-25T02:20:00,16.827,0.988,315.19,78.366
2023-01-25T02:25:00,21.726,0.811,1874.027,103.623
2023-01-25T02:30:00,20.296,0.894,861.953,97.423
2023-01-25T02:35:00,16.254,1.004,692.338,79.967
2023-01-25T02:40:00,16.588,0.954,542.905,69.029
2023-01-25T02:45:00,15.502,0.989,564.521,40.472
2023-01-25T02:50:00,13.844,0.988,616.679,29.369
2023-01-25T02:55:00,15.201,1.003,793.978,52.994
2023-01-25T03:00:00,16.191,1.0,702.243,48.234
2023-01-25T03:05:00,21.259,0.879,675.911,48.543
2023-01-25T03:10:00,23.563,0.968,925.85,173.641
2023-01-25T03:15:00,28.514,0.959,1888.422,188.16
2023-01-25T03:20:00,20.146,0.917,984.685,101.065
2023-01-25T03:25:00,17.624,0.991,756.032,69.36
2023-01-25T03:30:00,20.117,0.965,975.34,75.735
2023-01-25T03:35:00,20.395,0.957,1144.068,68.832
2023-01-25T03:40:00,30.896,0.858,947.443,188.982
2023-01-25T03:45:00,24.139,1.001,991.449,134.4
2023-01-25T03:50:00,37.348,0.912,1370.991,543.837
2023-01-25T03:55:00,29.485,1.002,815.027,271.345
2023-01-25T04:00:00,30.189,0.784,967.321,172.839
2023-01-25T04:05:00,22.06,0.955,897.742,88.323
2023-01-25T04:10:00,22.329,0.988,1174.555,88.474
2023-01-25T04:15:00,22.752,1.003,979.163,103.392
2023-01-25T04:20:00,22.997,0.969,962.593,168.984
2023-01-25T04:25:00,24.259,0.977,2673.888,175.741
2023-01-25T04:30:00,17.894,1.003,559.853,57.574
2023-01-25T04:35:00,23.419,0.965,907.843,96.595
2023-01-25T04:40:00,21.755,1.002,731.402,95.503
2023-01-25T04:45:00,21.985,0.984,686.871,110.147
2023-01-25T04:50:00,21.537,0.989,1334.319,86.611
2023-01-25T04:55:00,28.927,0.951,1757.922,97.603
2023-01-25T05:00:00,27.356,0.962,1873.005,210.265
2023-01-25T05:05:00,23.513,0.864,1631.82,135.19
2023-01-25T05:10:00,28.879,1.003,1780.131,234.678
2023-01-25T05:15:00,37.64,1.004,1133.989,385.158
2023-01-25T05:20:00,36.377,0.959,1157.778,520.117
2023-01-25T05:25:00,31.705,0.962,638.561,295.53
2023-01-25T05:30:00,27.835,1.001,1924.1,174.08
2023-01-25T05:35:00,34.58,0.925,2838.007,353.018
2023-01-25T05:40:00,24.755,1.003,597.323,150.633
2023-01-25T05:45:00,32.706,0.934,1115.637,302.045
2023-01-25T05:50:00,23.348,0.989,651.46,101.637
2023-01-25T05:55:00,26.704,0.938,667.818,136.279
2023-01-25T06:00:00,43.979,0.943,2873.106,326.773
2023-01-25T06:05:00,42.577,0.997,2348.542,376.455
2023-01-25T06:10:00,41.89,1.004,2645.847,440.124
2023-01-25T06:15:00,45.479,0.886,2926.025,466.309
2023-01-25T06:20:00,45.17,0.934,1805.762,381.818
2023-01-25T06:25:00,41.906,0.907,1759.174,294.559
2023-01-25T06:30:00,47.422,0.928,1062.713,632.653
2023-01-25T06:35:00,58.095,0.952,1083.856,1024.574
2023-01-25T06:40:00,51.575,1.003,793.656,678.043
2023-01-25T06:45:00,47.828,1.006,591.508,645.891
2023-01-25T06:50:00,49.642,0.931,1532.031,672.852
2023-01-25T06:55:00,43.195,1.004,1190.525,584.279
2023-01-25T07:00:00,53.882,0.799,1273.697,618.741
2023-01-25T07:05:00,52.406,0.977,1536.486,804.298
2023-01-25T07:10:00,53.801,0.866,1587.433,797.157
2023-01-25T07:20:00,37.616,0.953,837.818,237.396
2023-01-25T07:25:00,43.547,0.808,1148.168,559.587
2023-01-25T07:30:00,48.545,0.999,1094.457,687.844
