timestamp,rmssd,coverage,low_frequency,high_frequency
2023-01-27T11:00:00,48.963,0.953,3982.893,570.636
2023-01-27T11:05:00,40.628,0.94,1005.542,280.353
2023-01-27T11:10:00,38.714,0.903,3043.891,241.778
2023-01-27T11:15:00,46.826,0.747,2257.264,266.365
2023-01-27T11:20:00,33.31,0.927,3123.407,127.674
2023-01-27T11:25:00,32.503,1.003,3687.696,139.486
2023-01-27T11:30:00,28.729,0.985,1065.429,65.361
2023-01-27T11:35:00,28.703,0.987,1974.606,70.501
2023-01-27T11:40:00,37.771,0.916,2179.954,174.199
2023-01-27T11:45:00,52.234,0.849,1769.937,447.647
2023-01-27T11:50:00,39.976,0.949,2868.875,200.834
2023-01-27T11:55:00,31.72,0.978,1445.924,230.436
2023-01-27T12:00:00,50.886,0.91,1555.903,587.543
2023-01-27T12:05:00,42.949,1.003,953.153,586.949
2023-01-27T12:10:00,40.79,0.991,1061.362,385.447
2023-01-27T12:15:00,41.951,0.975,1163.936,494.903
2023-01-27T12:20:00,43.149,1.005,1030.193,574.726
