timestamp,rmssd,coverage,low_frequency,high_frequency
2023-02-01T09:55:00,59.999,0.899,5200.789,868.204
2023-02-01T10:00:00,44.717,0.949,1972.963,438.484
2023-02-01T10:05:00,34.868,0.986,838.281,354.961
2023-02-01T10:10:00,35.738,0.991,1118.004,352.22
2023-02-01T10:15:00,37.987,1.003,687.506,463.685
2023-02-01T10:20:00,29.754,0.938,820.043,169.71
2023-02-01T10:25:00,42.496,0.942,1059.613,368.19
2023-02-01T10:30:00,35.48,0.974,1726.859,347.691
2023-02-01T10:35:00,38.73,0.968,2231.562,367.903
2023-02-01T10:40:00,46.681,0.925,2257.547,632.639
2023-02-01T10:45:00,55.655,0.903,785.395,816.8
2023-02-01T10:50:00,44.949,0.976,529.501,749.662
2023-02-01T10:55:00,40.761,0.983,618.326,576.217
2023-02-01T11:00:00,41.694,1.001,660.309,665.232
2023-02-01T11:05:00,45.112,1.003,730.899,802.852
2023-02-01T11:10:00,47.074,0.984,1276.478,795.469
2023-02-01T11:15:00,57.598,0.864,2921.052,627.904
2023-02-01T11:20:00,53.599,0.985,2416.515,853.094
2023-02-01T11:25:00,61.127,0.923,7971.807,1012.374
2023-02-01T11:30:00,56.132,0.907,1614.995,700.033
2023-02-01T11:35:00,56.077,0.916,2828.437,499.528
2023-02-01T11:40:00,59.197,0.888,1945.869,753.628
2023-02-01T11:45:00,51.548,0.903,776.572,591.241
2023-02-01T11:50:00,59.008,0.946,2274.526,978.202
2023-02-01T11:55:00,52.32,0.727,841.741,358.593
2023-02-01T12:00:00,61.223,0.815,1679.867,895.616
2023-02-01T12:05:00,28.917,0.992,1448.767,150.514
2023-02-01T12:10:00,36.576,0.917,1523.696,218.47
2023-02-01T12:15:00,28.713,0.996,784.397,196.592
2023-02-01T12:20:00,38.774,1.004,1014.222,391.822
2023-02-01T12:25:00,52.995,0.854,1582.161,634.113
2023-02-01T12:30:00,57.334,0.9,574.021,1065.838
2023-02-01T12:35:00,65.447,0.923,3928.622,1125.347
2023-02-01T12:40:00,43.511,0.992,1747.668,600.502
2023-02-01T12:45:00,39.341,1.004,468.799,529.926
2023-02-01T12:50:00,39.6,1.004,787.606,551.337
2023-02-01T12:55:00,39.416,0.986,501.606,524.601
2023-02-01T13:00:00,39.33,1.005,643.074,590.369
2023-02-01T13:05:00,51.786,0.896,2937.354,557.68
2023-02-01T13:10:00,44.281,0.964,979.825,488.423
2023-02-01T13:15:00,44.051,0.972,1410.371,502.053
