recorded_time,temperature,sensor_type
2023-01-30T00:00,-3.0721698113207516,UNKNOWN
2023-01-30T00:01,-3.0721698113207516,UNKNOWN
2023-01-30T00:02,-3.0721698113207516,UNKNOWN
2023-01-30T00:03,-3.0721698113207516,UNKNOWN
2023-01-30T00:04,-3.1721698113207495,UNKNOWN
2023-01-30T00:05,-3.1721698113207495,UNKNOWN
2023-01-30T00:06,-3.272169811320751,UNKNOWN
2023-01-30T00:07,-3.272169811320751,UNKNOWN
2023-01-30T00:08,-3.3721698113207523,UNKNOWN
2023-01-30T00:09,-3.3721698113207523,UNKNOWN
2023-01-30T00:10,-3.3721698113207523,UNKNOWN
2023-01-30T00:11,-3.3721698113207523,UNKNOWN
2023-01-30T00:12,-3.3721698113207523,UNKNOWN
2023-01-30T00:13,-3.3721698113207523,UNKNOWN
2023-01-30T00:14,-3.3721698113207523,UNKNOWN
2023-01-30T00:15,-3.3721698113207523,UNKNOWN
2023-01-30T00:16,-3.3721698113207523,UNKNOWN
2023-01-30T00:17,-3.3721698113207523,UNKNOWN
2023-01-30T00:18,-3.272169811320751,UNKNOWN
2023-01-30T00:19,-3.272169811320751,UNKNOWN
2023-01-30T00:20,-3.1721698113207495,UNKNOWN
2023-01-30T00:21,-3.1721698113207495,UNKNOWN
2023-01-30T00:22,-3.1721698113207495,UNKNOWN
2023-01-30T00:23,-3.272169811320751,UNKNOWN
2023-01-30T00:24,-3.272169811320751,UNKNOWN
2023-01-30T00:25,-3.3721698113207523,UNKNOWN
2023-01-30T00:26,-3.3721698113207523,UNKNOWN
2023-01-30T00:27,-3.47216981132075,UNKNOWN
2023-01-30T00:28,-3.5721698113207516,UNKNOWN
2023-01-30T00:29,-3.47216981132075,UNKNOWN
2023-01-30T00:30,-3.5721698113207516,UNKNOWN
2023-01-30T00:31,-3.5721698113207516,UNKNOWN
2023-01-30T00:32,-3.6721698113207495,UNKNOWN
2023-01-30T00:33,-3.772169811320751,UNKNOWN
2023-01-30T00:34,-3.8721698113207523,UNKNOWN
2023-01-30T00:35,-3.772169811320751,UNKNOWN
2023-01-30T00:36,-3.8721698113207523,UNKNOWN
2023-01-30T00:37,-3.8721698113207523,UNKNOWN
2023-01-30T00:38,-3.97216981132075,UNKNOWN
2023-01-30T00:39,-3.97216981132075,UNKNOWN
2023-01-30T00:40,-3.97216981132075,UNKNOWN
2023-01-30T00:41,-4.072169811320752,UNKNOWN
2023-01-30T00:42,-4.1721698113207495,UNKNOWN
2023-01-30T00:43,-4.1721698113207495,UNKNOWN
2023-01-30T00:44,-4.1721698113207495,UNKNOWN
2023-01-30T00:45,-4.1721698113207495,UNKNOWN
2023-01-30T00:46,-4.1721698113207495,UNKNOWN
2023-01-30T00:47,-4.272169811320751,UNKNOWN
2023-01-30T00:48,-4.272169811320751,UNKNOWN
2023-01-30T00:49,-4.272169811320751,UNKNOWN
2023-01-30T00:50,-4.272169811320751,UNKNOWN
2023-01-30T00:51,-4.272169811320751,UNKNOWN
2023-01-30T00:52,-4.372169811320752,UNKNOWN
2023-01-30T00:53,-4.372169811320752,UNKNOWN
2023-01-30T00:54,-4.372169811320752,UNKNOWN
2023-01-30T00:55,-4.372169811320752,UNKNOWN
2023-01-30T00:56,-4.372169811320752,UNKNOWN
2023-01-30T00:57,-4.372169811320752,UNKNOWN
2023-01-30T00:58,-4.372169811320752,UNKNOWN
2023-01-30T00:59,-4.47216981132075,UNKNOWN
2023-01-30T01:00,-4.47216981132075,UNKNOWN
2023-01-30T01:01,-4.47216981132075,UNKNOWN
2023-01-30T01:02,-4.47216981132075,UNKNOWN
2023-01-30T01:03,-4.47216981132075,UNKNOWN
2023-01-30T01:04,-4.47216981132075,UNKNOWN
2023-01-30T01:05,-4.47216981132075,UNKNOWN
2023-01-30T01:06,-4.47216981132075,UNKNOWN
2023-01-30T01:07,-4.572169811320752,UNKNOWN
2023-01-30T01:08,-4.572169811320752,UNKNOWN
2023-01-30T01:09,-4.47216981132075,UNKNOWN
2023-01-30T01:10,-4.6721698113207495,UNKNOWN
2023-01-30T01:11,-4.6721698113207495,UNKNOWN
2023-01-30T01:12,-4.6721698113207495,UNKNOWN
2023-01-30T01:13,-4.6721698113207495,UNKNOWN
2023-01-30T01:14,-4.6721698113207495,UNKNOWN
2023-01-30T01:15,-4.6721698113207495,UNKNOWN
2023-01-30T01:16,-4.6721698113207495,UNKNOWN
2023-01-30T01:17,-4.6721698113207495,UNKNOWN
2023-01-30T01:18,-4.6721698113207495,UNKNOWN
2023-01-30T01:19,-4.6721698113207495,UNKNOWN
2023-01-30T01:20,-4.772169811320751,UNKNOWN
2023-01-30T01:21,-4.772169811320751,UNKNOWN
2023-01-30T01:22,-4.872169811320752,UNKNOWN
2023-01-30T01:23,-4.872169811320752,UNKNOWN
2023-01-30T01:24,-4.772169811320751,UNKNOWN
2023-01-30T01:25,-4.772169811320751,UNKNOWN
2023-01-30T01:26,-4.772169811320751,UNKNOWN
2023-01-30T01:27,-4.872169811320752,UNKNOWN
2023-01-30T01:28,-4.772169811320751,UNKNOWN
2023-01-30T01:29,-4.772169811320751,UNKNOWN
2023-01-30T01:30,-4.772169811320751,UNKNOWN
2023-01-30T01:31,-4.772169811320751,UNKNOWN
2023-01-30T01:32,-4.872169811320752,UNKNOWN
2023-01-30T01:33,-4.872169811320752,UNKNOWN
2023-01-30T01:34,-4.772169811320751,UNKNOWN
2023-01-30T01:35,-4.6721698113207495,UNKNOWN
2023-01-30T01:36,-4.6721698113207495,UNKNOWN
2023-01-30T01:37,-4.6721698113207495,UNKNOWN
2023-01-30T01:38,-4.6721698113207495,UNKNOWN
2023-01-30T01:39,-4.572169811320752,UNKNOWN
2023-01-30T01:40,-4.572169811320752,UNKNOWN
2023-01-30T01:41,-4.572169811320752,UNKNOWN
2023-01-30T01:42,-4.6721698113207495,UNKNOWN
2023-01-30T01:43,-4.6721698113207495,UNKNOWN
2023-01-30T01:44,-4.572169811320752,UNKNOWN
2023-01-30T01:45,-4.772169811320751,UNKNOWN
2023-01-30T01:46,-4.6721698113207495,UNKNOWN
2023-01-30T01:47,-4.6721698113207495,UNKNOWN
2023-01-30T01:48,-4.6721698113207495,UNKNOWN
2023-01-30T01:49,-4.572169811320752,UNKNOWN
2023-01-30T01:50,-4.572169811320752,UNKNOWN
2023-01-30T01:51,-4.572169811320752,UNKNOWN
2023-01-30T01:52,-4.572169811320752,UNKNOWN
2023-01-30T01:53,-4.572169811320752,UNKNOWN
2023-01-30T01:54,-4.572169811320752,UNKNOWN
2023-01-30T01:55,-4.572169811320752,UNKNOWN
2023-01-30T01:56,-4.572169811320752,UNKNOWN
2023-01-30T01:57,-4.6721698113207495,UNKNOWN
2023-01-30T01:58,-4.6721698113207495,UNKNOWN
2023-01-30T01:59,-4.572169811320752,UNKNOWN
2023-01-30T02:00,-4.572169811320752,UNKNOWN
2023-01-30T02:01,-4.6721698113207495,UNKNOWN
2023-01-30T02:02,-4.6721698113207495,UNKNOWN
2023-01-30T02:03,-4.772169811320751,UNKNOWN
2023-01-30T02:04,-4.772169811320751,UNKNOWN
2023-01-30T02:05,-4.772169811320751,UNKNOWN
2023-01-30T02:06,-4.772169811320751,UNKNOWN
2023-01-30T02:07,-4.772169811320751,UNKNOWN
2023-01-30T02:08,-4.772169811320751,UNKNOWN
2023-01-30T02:09,-4.772169811320751,UNKNOWN
2023-01-30T02:10,-4.872169811320752,UNKNOWN
2023-01-30T02:11,-4.97216981132075,UNKNOWN
2023-01-30T02:12,-4.97216981132075,UNKNOWN
2023-01-30T02:13,-4.872169811320752,UNKNOWN
2023-01-30T02:14,-4.872169811320752,UNKNOWN
2023-01-30T02:15,-4.872169811320752,UNKNOWN
2023-01-30T02:16,-4.872169811320752,UNKNOWN
2023-01-30T02:17,-4.872169811320752,UNKNOWN
2023-01-30T02:18,-4.872169811320752,UNKNOWN
2023-01-30T02:19,-4.872169811320752,UNKNOWN
2023-01-30T02:20,-4.872169811320752,UNKNOWN
2023-01-30T02:21,-4.97216981132075,UNKNOWN
2023-01-30T02:22,-4.97216981132075,UNKNOWN
2023-01-30T02:23,-5.072169811320752,UNKNOWN
2023-01-30T02:24,-5.072169811320752,UNKNOWN
2023-01-30T02:25,-5.1721698113207495,UNKNOWN
2023-01-30T02:26,-5.272169811320751,UNKNOWN
2023-01-30T02:27,-5.272169811320751,UNKNOWN
2023-01-30T02:28,-5.372169811320752,UNKNOWN
2023-01-30T02:29,-5.372169811320752,UNKNOWN
2023-01-30T02:30,-5.372169811320752,UNKNOWN
2023-01-30T02:31,-5.47216981132075,UNKNOWN
2023-01-30T02:32,-5.47216981132075,UNKNOWN
2023-01-30T02:33,-5.47216981132075,UNKNOWN
2023-01-30T02:34,-5.47216981132075,UNKNOWN
2023-01-30T02:35,-5.572169811320752,UNKNOWN
2023-01-30T02:36,-5.6721698113207495,UNKNOWN
2023-01-30T02:37,-5.6721698113207495,UNKNOWN
2023-01-30T02:38,-5.6721698113207495,UNKNOWN
2023-01-30T02:39,-5.772169811320751,UNKNOWN
2023-01-30T02:40,-5.772169811320751,UNKNOWN
2023-01-30T02:41,-5.772169811320751,UNKNOWN
2023-01-30T02:42,-5.772169811320751,UNKNOWN
2023-01-30T02:43,-5.772169811320751,UNKNOWN
2023-01-30T02:44,-5.872169811320752,UNKNOWN
2023-01-30T02:45,-5.872169811320752,UNKNOWN
2023-01-30T02:46,-5.97216981132075,UNKNOWN
2023-01-30T02:47,-5.872169811320752,UNKNOWN
2023-01-30T02:48,-5.97216981132075,UNKNOWN
2023-01-30T02:49,-5.97216981132075,UNKNOWN
2023-01-30T02:50,-5.97216981132075,UNKNOWN
2023-01-30T02:51,-5.97216981132075,UNKNOWN
2023-01-30T02:52,-5.97216981132075,UNKNOWN
2023-01-30T02:53,-5.97216981132075,UNKNOWN
2023-01-30T02:54,-5.872169811320752,UNKNOWN
2023-01-30T02:55,-5.772169811320751,UNKNOWN
2023-01-30T02:56,-5.6721698113207495,UNKNOWN
2023-01-30T02:57,-5.6721698113207495,UNKNOWN
2023-01-30T02:58,-5.6721698113207495,UNKNOWN
2023-01-30T02:59,-5.572169811320752,UNKNOWN
2023-01-30T03:00,-5.572169811320752,UNKNOWN
2023-01-30T03:01,-5.572169811320752,UNKNOWN
2023-01-30T03:02,-5.572169811320752,UNKNOWN
2023-01-30T03:03,-5.572169811320752,UNKNOWN
2023-01-30T03:04,-5.772169811320751,UNKNOWN
2023-01-30T03:05,-5.872169811320752,UNKNOWN
2023-01-30T03:06,-5.97216981132075,UNKNOWN
2023-01-30T03:07,-5.97216981132075,UNKNOWN
2023-01-30T03:08,-5.97216981132075,UNKNOWN
2023-01-30T03:09,-5.97216981132075,UNKNOWN
2023-01-30T03:10,-5.97216981132075,UNKNOWN
2023-01-30T03:11,-5.97216981132075,UNKNOWN
2023-01-30T03:12,-5.97216981132075,UNKNOWN
2023-01-30T03:13,-6.272169811320751,UNKNOWN
2023-01-30T03:14,-6.372169811320752,UNKNOWN
2023-01-30T03:15,-6.572169811320752,UNKNOWN
2023-01-30T03:16,-6.6721698113207495,UNKNOWN
2023-01-30T03:17,-6.6721698113207495,UNKNOWN
2023-01-30T03:18,-6.6721698113207495,UNKNOWN
2023-01-30T03:19,-6.572169811320752,UNKNOWN
2023-01-30T03:20,-6.6721698113207495,UNKNOWN
2023-01-30T03:21,-6.6721698113207495,UNKNOWN
2023-01-30T03:22,-6.6721698113207495,UNKNOWN
2023-01-30T03:23,-6.572169811320752,UNKNOWN
2023-01-30T03:24,-6.47216981132075,UNKNOWN
2023-01-30T03:25,-6.572169811320752,UNKNOWN
2023-01-30T03:26,-6.47216981132075,UNKNOWN
2023-01-30T03:27,-6.372169811320752,UNKNOWN
2023-01-30T03:28,-6.372169811320752,UNKNOWN
2023-01-30T03:29,-6.47216981132075,UNKNOWN
2023-01-30T03:30,-6.47216981132075,UNKNOWN
2023-01-30T03:31,-6.272169811320751,UNKNOWN
2023-01-30T03:32,-5.97216981132075,UNKNOWN
2023-01-30T03:33,-5.772169811320751,UNKNOWN
2023-01-30T03:34,-5.6721698113207495,UNKNOWN
2023-01-30T03:35,-5.97216981132075,UNKNOWN
2023-01-30T03:36,-6.072169811320752,UNKNOWN
2023-01-30T03:37,-5.97216981132075,UNKNOWN
2023-01-30T03:38,-5.772169811320751,UNKNOWN
2023-01-30T03:39,-5.47216981132075,UNKNOWN
2023-01-30T03:40,-5.272169811320751,UNKNOWN
2023-01-30T03:41,-4.97216981132075,UNKNOWN
2023-01-30T03:42,-4.772169811320751,UNKNOWN
2023-01-30T03:43,-4.772169811320751,UNKNOWN
2023-01-30T03:44,-4.97216981132075,UNKNOWN
2023-01-30T03:45,-4.97216981132075,UNKNOWN
2023-01-30T03:46,-5.272169811320751,UNKNOWN
2023-01-30T03:47,-5.372169811320752,UNKNOWN
2023-01-30T03:48,-5.572169811320752,UNKNOWN
2023-01-30T03:49,-5.572169811320752,UNKNOWN
2023-01-30T03:50,-5.772169811320751,UNKNOWN
2023-01-30T03:51,-5.97216981132075,UNKNOWN
2023-01-30T03:52,-5.97216981132075,UNKNOWN
2023-01-30T03:53,-6.072169811320752,UNKNOWN
2023-01-30T03:54,-5.772169811320751,UNKNOWN
2023-01-30T03:55,-5.772169811320751,UNKNOWN
2023-01-30T03:56,-5.772169811320751,UNKNOWN
2023-01-30T03:57,-5.97216981132075,UNKNOWN
2023-01-30T03:58,-6.1721698113207495,UNKNOWN
2023-01-30T03:59,-6.072169811320752,UNKNOWN
2023-01-30T04:00,-6.272169811320751,UNKNOWN
2023-01-30T04:01,-5.772169811320751,UNKNOWN
2023-01-30T04:02,-5.97216981132075,UNKNOWN
2023-01-30T04:03,-6.072169811320752,UNKNOWN
2023-01-30T04:04,-6.1721698113207495,UNKNOWN
2023-01-30T04:05,-6.072169811320752,UNKNOWN
2023-01-30T04:06,-5.872169811320752,UNKNOWN
2023-01-30T04:07,-4.872169811320752,UNKNOWN
2023-01-30T04:08,-4.1721698113207495,UNKNOWN
2023-01-30T04:09,-3.5721698113207516,UNKNOWN
2023-01-30T04:10,-3.0721698113207516,UNKNOWN
2023-01-30T04:11,-2.772169811320751,UNKNOWN
2023-01-30T04:12,-2.5721698113207516,UNKNOWN
2023-01-30T04:13,-2.3721698113207523,UNKNOWN
2023-01-30T04:14,-2.272169811320751,UNKNOWN
2023-01-30T04:15,-2.0721698113207516,UNKNOWN
2023-01-30T04:16,-1.9721698113207502,UNKNOWN
2023-01-30T04:17,-1.772169811320751,UNKNOWN
2023-01-30T04:18,-1.6721698113207495,UNKNOWN
2023-01-30T04:19,-1.5721698113207516,UNKNOWN
2023-01-30T04:20,-1.4721698113207502,UNKNOWN
2023-01-30T04:21,-1.3721698113207523,UNKNOWN
2023-01-30T04:22,-1.272169811320751,UNKNOWN
2023-01-30T04:23,-1.1721698113207495,UNKNOWN
2023-01-30T04:24,-1.072169811320748,UNKNOWN
2023-01-30T04:25,-0.9721698113207538,UNKNOWN
2023-01-30T04:26,-0.9721698113207538,UNKNOWN
2023-01-30T04:27,-0.8721698113207523,UNKNOWN
2023-01-30T04:28,-0.7721698113207509,UNKNOWN
2023-01-30T04:29,-0.7721698113207509,UNKNOWN
2023-01-30T04:30,-0.7721698113207509,UNKNOWN
2023-01-30T04:31,-0.7721698113207509,UNKNOWN
2023-01-30T04:32,-0.6721698113207495,UNKNOWN
2023-01-30T04:33,-0.6721698113207495,UNKNOWN
2023-01-30T04:34,-0.5721698113207481,UNKNOWN
2023-01-30T04:35,-0.5721698113207481,UNKNOWN
2023-01-30T04:36,-0.47216981132075375,UNKNOWN
2023-01-30T04:37,-0.47216981132075375,UNKNOWN
2023-01-30T04:38,-0.47216981132075375,UNKNOWN
2023-01-30T04:39,-0.47216981132075375,UNKNOWN
2023-01-30T04:40,-0.47216981132075375,UNKNOWN
2023-01-30T04:41,-0.47216981132075375,UNKNOWN
2023-01-30T04:42,-0.37216981132075233,UNKNOWN
2023-01-30T04:43,-0.2721698113207509,UNKNOWN
2023-01-30T04:44,-0.2721698113207509,UNKNOWN
2023-01-30T04:45,-0.1721698113207495,UNKNOWN
2023-01-30T04:46,-0.07216981132074807,UNKNOWN
2023-01-30T04:47,0.02783018867924625,UNKNOWN
2023-01-30T04:48,0.2278301886792491,UNKNOWN
2023-01-30T04:49,0.3278301886792505,UNKNOWN
2023-01-30T04:50,0.3278301886792505,UNKNOWN
2023-01-30T04:51,0.3278301886792505,UNKNOWN
2023-01-30T04:52,0.42783018867925193,UNKNOWN
2023-01-30T04:53,0.42783018867925193,UNKNOWN
2023-01-30T04:54,0.5278301886792462,UNKNOWN
2023-01-30T04:55,0.5278301886792462,UNKNOWN
2023-01-30T04:56,0.5278301886792462,UNKNOWN
2023-01-30T04:57,0.5278301886792462,UNKNOWN
2023-01-30T04:58,0.5278301886792462,UNKNOWN
2023-01-30T04:59,0.6278301886792477,UNKNOWN
2023-01-30T05:00,0.6278301886792477,UNKNOWN
2023-01-30T05:01,0.6278301886792477,UNKNOWN
2023-01-30T05:02,0.6278301886792477,UNKNOWN
2023-01-30T05:03,0.7278301886792491,UNKNOWN
2023-01-30T05:04,0.7278301886792491,UNKNOWN
2023-01-30T05:05,0.7278301886792491,UNKNOWN
2023-01-30T05:06,0.7278301886792491,UNKNOWN
2023-01-30T05:07,0.7278301886792491,UNKNOWN
2023-01-30T05:08,0.7278301886792491,UNKNOWN
