recorded_time,temperature,sensor_type
2023-01-29T00:00,-6.513269371679794,UNKNOWN
2023-01-29T00:01,-6.013269371679794,UNKNOWN
2023-01-29T00:02,-5.913269371679796,UNKNOWN
2023-01-29T00:03,-5.713269371679793,UNKNOWN
2023-01-29T00:04,-5.413269371679796,UNKNOWN
2023-01-29T00:05,-5.113269371679795,UNKNOWN
2023-01-29T00:06,-4.713269371679793,UNKNOWN
2023-01-29T00:07,-4.513269371679794,UNKNOWN
2023-01-29T00:08,-4.613269371679795,UNKNOWN
2023-01-29T00:09,-4.613269371679795,UNKNOWN
2023-01-29T00:10,-4.8132693716797945,UNKNOWN
2023-01-29T00:11,-4.913269371679796,UNKNOWN
2023-01-29T00:12,-5.113269371679795,UNKNOWN
2023-01-29T00:13,-5.213269371679793,UNKNOWN
2023-01-29T00:14,-5.213269371679793,UNKNOWN
2023-01-29T00:15,-5.3132693716797945,UNKNOWN
2023-01-29T00:16,-5.3132693716797945,UNKNOWN
2023-01-29T00:17,-5.413269371679796,UNKNOWN
2023-01-29T00:18,-5.413269371679796,UNKNOWN
2023-01-29T00:19,-5.513269371679794,UNKNOWN
2023-01-29T00:20,-5.513269371679794,UNKNOWN
2023-01-29T00:21,-5.513269371679794,UNKNOWN
2023-01-29T00:22,-5.613269371679795,UNKNOWN
2023-01-29T00:23,-5.613269371679795,UNKNOWN
2023-01-29T00:24,-5.613269371679795,UNKNOWN
2023-01-29T00:25,-5.613269371679795,UNKNOWN
2023-01-29T00:26,-5.613269371679795,UNKNOWN
2023-01-29T00:27,-5.613269371679795,UNKNOWN
2023-01-29T00:28,-5.613269371679795,UNKNOWN
2023-01-29T00:29,-5.8132693716797945,UNKNOWN
2023-01-29T00:30,-5.713269371679793,UNKNOWN
2023-01-29T00:31,-5.713269371679793,UNKNOWN
2023-01-29T00:32,-5.713269371679793,UNKNOWN
2023-01-29T00:33,-5.713269371679793,UNKNOWN
2023-01-29T00:34,-5.713269371679793,UNKNOWN
2023-01-29T00:35,-5.713269371679793,UNKNOWN
2023-01-29T00:36,-5.613269371679795,UNKNOWN
2023-01-29T00:37,-5.613269371679795,UNKNOWN
2023-01-29T00:38,-5.613269371679795,UNKNOWN
2023-01-29T00:39,-5.713269371679793,UNKNOWN
2023-01-29T00:40,-5.613269371679795,UNKNOWN
2023-01-29T00:41,-5.613269371679795,UNKNOWN
2023-01-29T00:42,-5.513269371679794,UNKNOWN
2023-01-29T00:43,-5.613269371679795,UNKNOWN
2023-01-29T00:44,-5.613269371679795,UNKNOWN
2023-01-29T00:45,-5.613269371679795,UNKNOWN
2023-01-29T00:46,-5.713269371679793,UNKNOWN
2023-01-29T00:47,-5.8132693716797945,UNKNOWN
2023-01-29T00:48,-5.8132693716797945,UNKNOWN
2023-01-29T00:49,-5.8132693716797945,UNKNOWN
2023-01-29T00:50,-5.8132693716797945,UNKNOWN
2023-01-29T00:51,-5.913269371679796,UNKNOWN
2023-01-29T00:52,-6.013269371679794,UNKNOWN
2023-01-29T00:53,-6.013269371679794,UNKNOWN
2023-01-29T00:54,-6.013269371679794,UNKNOWN
2023-01-29T00:55,-6.113269371679795,UNKNOWN
2023-01-29T00:56,-6.113269371679795,UNKNOWN
2023-01-29T00:57,-6.113269371679795,UNKNOWN
2023-01-29T00:58,-6.113269371679795,UNKNOWN
2023-01-29T00:59,-6.113269371679795,UNKNOWN
2023-01-29T01:00,-6.113269371679795,UNKNOWN
2023-01-29T01:01,-6.013269371679794,UNKNOWN
2023-01-29T01:02,-6.113269371679795,UNKNOWN
2023-01-29T01:03,-6.113269371679795,UNKNOWN
2023-01-29T01:04,-6.113269371679795,UNKNOWN
2023-01-29T01:05,-6.113269371679795,UNKNOWN
2023-01-29T01:06,-6.213269371679793,UNKNOWN
2023-01-29T01:07,-6.3132693716797945,UNKNOWN
2023-01-29T01:08,-6.3132693716797945,UNKNOWN
2023-01-29T01:09,-6.3132693716797945,UNKNOWN
2023-01-29T01:10,-6.3132693716797945,UNKNOWN
2023-01-29T01:11,-6.3132693716797945,UNKNOWN
2023-01-29T01:12,-6.3132693716797945,UNKNOWN
2023-01-29T01:13,-6.213269371679793,UNKNOWN
2023-01-29T01:14,-6.213269371679793,UNKNOWN
2023-01-29T01:15,-6.213269371679793,UNKNOWN
2023-01-29T01:16,-6.213269371679793,UNKNOWN
2023-01-29T01:17,-6.3132693716797945,UNKNOWN
2023-01-29T01:18,-6.3132693716797945,UNKNOWN
2023-01-29T01:19,-6.3132693716797945,UNKNOWN
2023-01-29T01:20,-6.3132693716797945,UNKNOWN
2023-01-29T01:21,-6.3132693716797945,UNKNOWN
2023-01-29T01:22,-6.413269371679796,UNKNOWN
2023-01-29T01:23,-6.413269371679796,UNKNOWN
2023-01-29T01:24,-6.413269371679796,UNKNOWN
2023-01-29T01:25,-6.413269371679796,UNKNOWN
2023-01-29T01:26,-6.413269371679796,UNKNOWN
2023-01-29T01:27,-6.513269371679794,UNKNOWN
2023-01-29T01:28,-6.513269371679794,UNKNOWN
2023-01-29T01:29,-6.513269371679794,UNKNOWN
2023-01-29T01:30,-6.513269371679794,UNKNOWN
2023-01-29T01:31,-6.513269371679794,UNKNOWN
2023-01-29T01:32,-6.513269371679794,UNKNOWN
2023-01-29T01:33,-6.513269371679794,UNKNOWN
2023-01-29T01:34,-6.513269371679794,UNKNOWN
2023-01-29T01:35,-6.413269371679796,UNKNOWN
2023-01-29T01:36,-6.413269371679796,UNKNOWN
2023-01-29T01:37,-6.413269371679796,UNKNOWN
2023-01-29T01:38,-6.413269371679796,UNKNOWN
2023-01-29T01:39,-6.413269371679796,UNKNOWN
2023-01-29T01:40,-6.513269371679794,UNKNOWN
2023-01-29T01:41,-6.513269371679794,UNKNOWN
2023-01-29T01:42,-6.413269371679796,UNKNOWN
2023-01-29T01:43,-6.513269371679794,UNKNOWN
2023-01-29T01:44,-6.513269371679794,UNKNOWN
2023-01-29T01:45,-6.513269371679794,UNKNOWN
2023-01-29T01:46,-6.513269371679794,UNKNOWN
2023-01-29T01:47,-6.513269371679794,UNKNOWN
2023-01-29T01:48,-6.413269371679796,UNKNOWN
2023-01-29T01:49,-6.413269371679796,UNKNOWN
2023-01-29T01:50,-6.513269371679794,UNKNOWN
2023-01-29T01:51,-6.413269371679796,UNKNOWN
2023-01-29T01:52,-6.513269371679794,UNKNOWN
2023-01-29T01:53,-6.513269371679794,UNKNOWN
2023-01-29T01:54,-6.613269371679795,UNKNOWN
2023-01-29T01:55,-6.613269371679795,UNKNOWN
2023-01-29T01:56,-6.713269371679793,UNKNOWN
2023-01-29T01:57,-6.613269371679795,UNKNOWN
2023-01-29T01:58,-6.613269371679795,UNKNOWN
2023-01-29T01:59,-6.613269371679795,UNKNOWN
2023-01-29T02:00,-6.613269371679795,UNKNOWN
2023-01-29T02:01,-6.713269371679793,UNKNOWN
2023-01-29T02:02,-6.613269371679795,UNKNOWN
2023-01-29T02:03,-6.613269371679795,UNKNOWN
2023-01-29T02:04,-6.613269371679795,UNKNOWN
2023-01-29T02:05,-6.713269371679793,UNKNOWN
2023-01-29T02:06,-6.713269371679793,UNKNOWN
2023-01-29T02:07,-6.613269371679795,UNKNOWN
2023-01-29T02:08,-6.613269371679795,UNKNOWN
2023-01-29T02:09,-6.613269371679795,UNKNOWN
